"match_id","p1_id","p2_id","p1_fullname","p2_fullname","server","sets","games","points","rally_desc","rally_summary","p1_rally","p2_rally","p1_net_appearance","p2_net_appearance","highlights","p1_momentum","p2_momentum","L2","discard_point","notes","vid_second","end","point_duration","p1_points","p2_points","p1_games","p2_games","p1_sets","p2_sets","ace","smash","double_fault","backhand_winner","forehand_winner","forehand_error","backhand_error","1st_serve","2nd_serve","error","drop_shot","winner","lob","rally_length","rally_1-4","rally_5-8","rally_9","breakpoint","gamepoint","setpoint","matchpoint","pt_won_by","pressure_point","sides","serve1","serve2","serve3","serve4","serve5","point_end","date","round","time","court","surface","umpire","best_of","tournament_name","tournament_category","tournament_location","video_url","p1_hand","p2_hand","gender","final_score"
"LMN2025_012","oc_000","es_000","Owen Corey","Eli Stein","es_000","0-0","0-1","30-40","1st serve to body, fault (long). 2nd serve to body; forehand down the middle (long), unforced error. (2-shot rally)","Owen Corey lost the point on the 2nd serve (to body) with a forehand error (2-shot rally)","forehand down the middle (long), unforced error.","","False","False","True","0.6","0.4","True","False","","958.0","972.0000000000001","14","40","30","0","1","0","0","nan","nan","nan","nan","nan","oc_000","nan","1st serve to body, fault (long)","2nd serve to body","oc_000","nan","nan","nan","2","True","False","False","oc_000","nan","nan","nan","es_000","es_000","adv","00:15:58","00:16:05","nan","nan","nan","00:16:12","2025-09-27","R16","","-","Hard","-","3","Little Mo Nationals","B11","Austin, Texas","https://vimeo.com/1123010031/d2b717e0e1","R","R","M","6-3, 6-4"
"LMN2025_012","oc_000","es_000","Owen Corey","Eli Stein","es_000","0-0","0-1","40-40","1st serve down the T; backhand down the middle (deep); forehand crosscourt (shallow); forehand crosscourt (deep); forehand crosscourt (deep); forehand down the middle (deep); forehand down the middle (deep); backhand down the middle (deep); backhand crosscourt (deep); backhand down the line (net), forced error. (10-shot rally)","Owen Corey lost the point on the 1st serve (down the T) with a backhand error (10-shot rally)","backhand down the middle (deep); forehand crosscourt (deep); forehand down the middle (deep); backhand down the middle (deep); backhand down the line (net), forced error.","forehand crosscourt (shallow); forehand crosscourt (deep); forehand down the middle (deep); backhand crosscourt (deep)","False","False","True","0.4","0.6","True","False","ne znam kako bih kategorisao poslednji udarac u poenu. Pisem backhand","997.0000000000001","1013.9999999999999","17","40","40","0","1","0","0","nan","nan","nan","nan","nan","nan","oc_000","1st serve down the T","","oc_000","nan","nan","nan","10","False","False","True","nan","nan","nan","nan","es_000","es_000","deuce","00:16:37","nan","nan","nan","nan","00:16:53","2025-09-27","R16","","-","Hard","-","3","Little Mo Nationals","B11","Austin, Texas","https://vimeo.com/1123010031/d2b717e0e1","R","R","M","6-3, 6-4"
"LMN2025_012","oc_000","es_000","Owen Corey","Eli Stein","es_000","0-0","0-1","AD-40","1st serve to body, fault (net). 2nd serve wide, fault (long), double fault. (1-shot rally)","Eli Stein lost the point with a double fault.","","","False","False","False","0.6","0.4","True","False","","1045.0","1054.0","9","40","50","0","1","0","0","nan","nan","es_000","nan","nan","nan","nan","1st serve to body, fault (net)","2nd serve wide, fault (long)","es_000","nan","nan","nan","1","True","False","False","nan","es_000","nan","nan","oc_000","nan","adv","00:17:25","00:17:30","nan","nan","nan","00:17:34","2025-09-27","R16","","-","Hard","-","3","Little Mo Nationals","B11","Austin, Texas","https://vimeo.com/1123010031/d2b717e0e1","R","R","M","6-3, 6-4"
"LMN2025_012","oc_000","es_000","Owen Corey","Eli Stein","es_000","0-0","0-1","40-40","1st serve to body, fault (net). 2nd serve to body, fault (long), double fault. (1-shot rally)","Eli Stein lost the point with a double fault.","","","False","False","True","0.6","0.4","True","False","","1080.0","1103.9999999999998","24","40","40","0","1","0","0","nan","nan","es_000","nan","nan","nan","nan","1st serve to body, fault (net)","2nd serve to body, fault (long)","es_000","nan","nan","nan","1","True","False","False","nan","nan","nan","nan","oc_000","es_000","deuce","00:18:00","00:18:19","nan","nan","nan","00:18:23","2025-09-27","R16","","-","Hard","-","3","Little Mo Nationals","B11","Austin, Texas","https://vimeo.com/1123010031/d2b717e0e1","R","R","M","6-3, 6-4"
"LMN2025_012","oc_000","es_000","Owen Corey","Eli Stein","es_000","0-0","0-1","40-AD","1st serve to body, fault (net). 2nd serve to body; forehand down the middle (deep); backhand crosscourt (very deep); forehand inside-out (deep); forehand inside-out (deep); backhand down the line (deep); forehand crosscourt (deep); forehand down the middle (shallow); forehand down the middle (net), unforced error. (9-shot rally)","Eli Stein lost the point on the 2nd serve (to body) with a forehand error (9-shot rally)","forehand down the middle (deep); forehand inside-out (deep); backhand down the line (deep); forehand down the middle (shallow)","backhand crosscourt (very deep); forehand inside-out (deep); forehand crosscourt (deep); forehand down the middle (net), unforced error.","False","False","True","0.6","0.4","True","False","","1118.0","1142.0","24","50","40","0","1","0","0","nan","nan","nan","nan","nan","es_000","nan","1st serve to body, fault (net)","2nd serve to body","es_000","nan","nan","nan","9","False","False","True","oc_000","nan","nan","nan","oc_000","es_000","adv","00:18:38","00:18:44","nan","nan","nan","00:19:02","2025-09-27","R16","","-","Hard","-","3","Little Mo Nationals","B11","Austin, Texas","https://vimeo.com/1123010031/d2b717e0e1","R","R","M","6-3, 6-4"
"LMN2025_012","oc_000","es_000","Owen Corey","Eli Stein","oc_000","0-0","1-1","0-0","1st serve to body; forehand down the line (long), unforced error. (2-shot rally)","Eli Stein lost the point on the 1st serve (to body) with a forehand error (2-shot rally)","","forehand down the line (long), unforced error.","False","False","False","0.8","0.2","True","False","","1179.9999999999998","1186.0","6","0","0","1","1","0","0","nan","nan","nan","nan","nan","es_000","nan","1st serve to body","","es_000","nan","nan","nan","2","True","False","False","nan","nan","nan","nan","oc_000","nan","deuce","00:19:39","nan","nan","nan","nan","00:19:46","2025-09-27","R16","","-","Hard","-","3","Little Mo Nationals","B11","Austin, Texas","https://vimeo.com/1123010031/d2b717e0e1","R","R","M","6-3, 6-4"
"LMN2025_012","oc_000","es_000","Owen Corey","Eli Stein","oc_000","0-0","1-1","15-0","1st serve to body; backhand crosscourt (shallow); backhand crosscourt (deep); backhand slice/chip crosscourt (very deep); forehand down the middle (deep); forehand inside-out (very deep); unknown shot inside-out (deep); forehand crosscourt (deep); forehand crosscourt (very deep); forehand down the middle (deep); backhand down the middle (very deep); forehand down the middle (deep); forehand down the middle (deep); backhand down the middle (long), unforced error. (14-shot rally)","Eli Stein lost the point on the 1st serve (to body) with a backhand error (14-shot rally)","backhand crosscourt (deep); forehand down the middle (deep); unknown shot inside-out (deep); forehand crosscourt (very deep); backhand down the middle (very deep); forehand down the middle (deep)","backhand crosscourt (shallow); backhand slice/chip crosscourt (very deep); forehand inside-out (very deep); forehand crosscourt (deep); forehand down the middle (deep); forehand down the middle (deep); backhand down the middle (long), unforced error.","False","False","True","1.0","0.0","True","False","","1204.0","1241.0","37","15","0","1","1","0","0","nan","nan","nan","nan","nan","nan","es_000","1st serve to body","","es_000","nan","nan","nan","14","False","False","True","nan","nan","nan","nan","oc_000","nan","adv","00:20:04","nan","nan","nan","nan","00:20:41","2025-09-27","R16","","-","Hard","-","3","Little Mo Nationals","B11","Austin, Texas","https://vimeo.com/1123010031/d2b717e0e1","R","R","M","6-3, 6-4"
"LMN2025_012","oc_000","es_000","Owen Corey","Eli Stein","oc_000","0-0","1-1","30-0","1st serve to body; forehand crosscourt (deep); forehand inside-out (wide and long), unforced error. (3-shot rally)","Owen Corey lost the point on the 1st serve (to body) with a forehand error (3-shot rally)","forehand inside-out (wide and long), unforced error.","forehand crosscourt (deep)","False","False","False","0.8","0.2","True","False","","1267.0","1274.0","7","30","0","1","1","0","0","nan","nan","nan","nan","nan","oc_000","nan","1st serve to body","","oc_000","nan","nan","nan","3","True","False","False","nan","nan","nan","nan","es_000","nan","deuce","00:21:07","nan","nan","nan","nan","00:21:14","2025-09-27","R16","","-","Hard","-","3","Little Mo Nationals","B11","Austin, Texas","https://vimeo.com/1123010031/d2b717e0e1","R","R","M","6-3, 6-4"
"LMN2025_012","oc_000","es_000","Owen Corey","Eli Stein","oc_000","0-0","1-1","30-15","1st serve to body; backhand, unforced error. (2-shot rally)","Eli Stein lost the point on the 1st serve (to body) with a backhand error (2-shot rally)","","backhand, unforced error.","False","False","False","0.8","0.2","True","False","","1294.0","1317.0","23","30","15","1","1","0","0","nan","nan","nan","nan","nan","nan","es_000","1st serve to body","","es_000","nan","nan","nan","2","True","False","False","nan","nan","nan","nan","oc_000","nan","adv","00:21:34","00:21:50","nan","nan","nan","00:21:57","2025-09-27","R16","","-","Hard","-","3","Little Mo Nationals","B11","Austin, Texas","https://vimeo.com/1123010031/d2b717e0e1","R","R","M","6-3, 6-4"
"LMN2025_012","oc_000","es_000","Owen Corey","Eli Stein","oc_000","0-0","1-1","40-15","1st serve to body, fault (net). 2nd serve wide; forehand crosscourt (deep); forehand down the middle (long), unforced error. (3-shot rally)","Owen Corey lost the point on the 2nd serve (wide) with a forehand error (3-shot rally)","forehand down the middle (long), unforced error.","forehand crosscourt (deep)","False","False","False","0.6","0.4","True","False","","1343.0","1374.0","31","40","15","1","1","0","0","nan","nan","nan","nan","nan","oc_000","nan","1st serve to body, fault (net)","2nd serve wide","oc_000","nan","nan","nan","3","True","False","False","nan","oc_000","nan","nan","es_000","nan","deuce","00:22:23","00:22:45","nan","nan","nan","00:22:54","2025-09-27","R16","","-","Hard","-","3","Little Mo Nationals","B11","Austin, Texas","https://vimeo.com/1123010031/d2b717e0e1","R","R","M","6-3, 6-4"
"LMN2025_012","oc_000","es_000","Owen Corey","Eli Stein","oc_000","0-0","1-1","40-30","1st serve to body; backhand crosscourt (deep); forehand inside-out (deep); backhand crosscourt (shallow); forehand down the middle (deep); backhand down the middle (net), unforced error. (6-shot rally)","Eli Stein lost the point on the 1st serve (to body) with a backhand error (6-shot rally)","forehand inside-out (deep); forehand down the middle (deep)","backhand crosscourt (deep); backhand crosscourt (shallow); backhand down the middle (net), unforced error.","False","False","False","0.6","0.4","True","False","","1396.0","1408.0","12","40","30","1","1","0","0","nan","nan","nan","nan","nan","nan","es_000","1st serve to body","","es_000","nan","nan","nan","6","False","True","False","nan","oc_000","nan","nan","oc_000","nan","adv","00:23:16","nan","nan","nan","nan","00:23:28","2025-09-27","R16","","-","Hard","-","3","Little Mo Nationals","B11","Austin, Texas","https://vimeo.com/1123010031/d2b717e0e1","R","R","M","6-3, 6-4"
"LMN2025_012","oc_000","es_000","Owen Corey","Eli Stein","es_000","0-0","2-1","0-0","1st serve to body; backhand inside-out (deep); forehand down the middle (shallow); backhand inside-out (long), unforced error. (4-shot rally)","Owen Corey lost the point on the 1st serve (to body) with a backhand error (4-shot rally)","backhand inside-out (deep); backhand inside-out (long), unforced error.","forehand down the middle (shallow)","False","False","False","0.4","0.6","True","False","","1520.0","1530.0","10","0","0","2","1","0","0","nan","nan","nan","nan","nan","nan","oc_000","1st serve to body","","oc_000","nan","nan","nan","4","True","False","False","nan","nan","nan","nan","es_000","nan","deuce","00:25:20","nan","nan","nan","nan","00:25:30","2025-09-27","R16","","-","Hard","-","3","Little Mo Nationals","B11","Austin, Texas","https://vimeo.com/1123010031/d2b717e0e1","R","R","M","6-3, 6-4"
"LMN2025_012","oc_000","es_000","Owen Corey","Eli Stein","es_000","0-0","2-1","15-0","1st serve to body, fault (net). 2nd serve to body, fault (net), double fault. (1-shot rally)","Eli Stein lost the point with a double fault.","","","False","False","False","0.6","0.4","True","False","","1539.0","1561.0000000000002","22","0","15","2","1","0","0","nan","nan","es_000","nan","nan","nan","nan","1st serve to body, fault (net)","2nd serve to body, fault (net)","es_000","nan","nan","nan","1","True","False","False","nan","nan","nan","nan","oc_000","nan","adv","00:25:39","00:25:57","nan","nan","nan","00:26:01","2025-09-27","R16","","-","Hard","-","3","Little Mo Nationals","B11","Austin, Texas","https://vimeo.com/1123010031/d2b717e0e1","R","R","M","6-3, 6-4"
"LMN2025_012","oc_000","es_000","Owen Corey","Eli Stein","es_000","0-0","2-1","15-15","1st serve to body; backhand inside-out (deep); forehand down the middle (deep); backhand crosscourt (deep); backhand crosscourt (deep); forehand down the middle (deep); backhand down the middle (very deep); forehand crosscourt (deep) (wide), unforced error. (8-shot rally)","Owen Corey lost the point on the 1st serve (to body) with a forehand error (8-shot rally)","backhand inside-out (deep); backhand crosscourt (deep); forehand down the middle (deep); forehand crosscourt (deep) (wide), unforced error.","forehand down the middle (deep); backhand crosscourt (deep); backhand down the middle (very deep)","False","False","False","0.4","0.6","True","False","","1583.9999999999998","1603.0","19","15","15","2","1","0","0","nan","nan","nan","nan","nan","oc_000","nan","1st serve to body","","oc_000","nan","nan","nan","8","False","True","False","nan","nan","nan","nan","es_000","nan","deuce","00:26:23","nan","nan","nan","nan","00:26:43","2025-09-27","R16","","-","Hard","-","3","Little Mo Nationals","B11","Austin, Texas","https://vimeo.com/1123010031/d2b717e0e1","R","R","M","6-3, 6-4"
"LMN2025_012","oc_000","es_000","Owen Corey","Eli Stein","es_000","0-0","2-1","30-15","1st serve wide; backhand crosscourt (shallow); backhand down the line approach shot (wide and long), unforced error. (3-shot rally)","Eli Stein lost the point on the 1st serve (wide) with a backhand error (3-shot rally)","backhand crosscourt (shallow)","backhand down the line approach shot (wide and long), unforced error.","False","False","False","0.6","0.4","True","False","","1615.9999999999998","1625.0","9","15","30","2","1","0","0","nan","nan","nan","nan","nan","nan","es_000","1st serve wide","","es_000","nan","nan","nan","3","True","False","False","nan","nan","nan","nan","oc_000","nan","adv","00:26:55","nan","nan","nan","nan","00:27:05","2025-09-27","R16","","-","Hard","-","3","Little Mo Nationals","B11","Austin, Texas","https://vimeo.com/1123010031/d2b717e0e1","R","R","M","6-3, 6-4"
"LMN2025_012","oc_000","es_000","Owen Corey","Eli Stein","es_000","0-0","2-1","30-30","1st serve down the T; backhand down the middle (very deep); forehand down the middle (deep); forehand down the middle (deep); forehand crosscourt (deep); forehand crosscourt (deep); forehand down the middle (deep); backhand down the middle (shallow); backhand down the middle (net), unforced error. (9-shot rally)","Eli Stein lost the point on the 1st serve (down the T) with a backhand error (9-shot rally)","backhand down the middle (very deep); forehand down the middle (deep); forehand crosscourt (deep); backhand down the middle (shallow)","forehand down the middle (deep); forehand crosscourt (deep); forehand down the middle (deep); backhand down the middle (net), unforced error.","False","False","True","0.6","0.4","True","False","","1648.0","1664.0000000000002","16","30","30","2","1","0","0","nan","nan","nan","nan","nan","nan","es_000","1st serve down the T","","es_000","nan","nan","nan","9","False","False","True","nan","nan","nan","nan","oc_000","es_000","deuce","00:27:28","nan","nan","nan","nan","00:27:44","2025-09-27","R16","","-","Hard","-","3","Little Mo Nationals","B11","Austin, Texas","https://vimeo.com/1123010031/d2b717e0e1","R","R","M","6-3, 6-4"
"LMN2025_012","oc_000","es_000","Owen Corey","Eli Stein","es_000","0-0","2-1","30-40","1st serve to body; backhand crosscourt (very deep); forehand down the middle (deep); forehand down the middle (shallow); forehand down the middle (deep); forehand inside-out (deep) (wide), unforced error. (6-shot rally)","Owen Corey lost the point on the 1st serve (to body) with a forehand error (6-shot rally)","backhand crosscourt (very deep); forehand down the middle (shallow); forehand inside-out (deep) (wide), unforced error.","forehand down the middle (deep); forehand down the middle (deep)","False","False","True","0.6","0.4","True","False","","1680.0","1691.0","11","40","30","2","1","0","0","nan","nan","nan","nan","nan","oc_000","nan","1st serve to body","","oc_000","nan","nan","nan","6","False","True","False","oc_000","nan","nan","nan","es_000","es_000","adv","00:28:00","nan","nan","nan","nan","00:28:11","2025-09-27","R16","","-","Hard","-","3","Little Mo Nationals","B11","Austin, Texas","https://vimeo.com/1123010031/d2b717e0e1","R","R","M","6-3, 6-4"
"LMN2025_012","oc_000","es_000","Owen Corey","Eli Stein","es_000","0-0","2-1","40-40","1st serve down the T; backhand down the middle (very deep); backhand down the middle (very deep); forehand down the middle (shallow); forehand inside-out (deep); backhand crosscourt (shallow); forehand crosscourt (deep); forehand slice/chip crosscourt (shallow); forehand inside-out (very deep), winner. (9-shot rally)","Eli Stein won the point on the 1st serve (down the T) with a forehand winner (9-shot rally)","backhand down the middle (very deep); forehand down the middle (shallow); backhand crosscourt (shallow); forehand slice/chip crosscourt (shallow)","backhand down the middle (very deep); forehand inside-out (deep); forehand crosscourt (deep); forehand inside-out (very deep), winner.","False","False","True","0.4","0.6","True","False","","1710.9999999999998","1728.9999999999998","18","40","40","2","1","0","0","nan","nan","nan","nan","es_000","nan","nan","1st serve down the T","","nan","nan","es_000","nan","9","False","False","True","nan","nan","nan","nan","es_000","es_000","deuce","00:28:30","nan","nan","nan","nan","00:28:48","2025-09-27","R16","","-","Hard","-","3","Little Mo Nationals","B11","Austin, Texas","https://vimeo.com/1123010031/d2b717e0e1","R","R","M","6-3, 6-4"
